[Header]
Manifest Version	1.2
ReferenceGenome	Homo_sapiens\UCSC\hg19\Sequence\WholeGenomeFASTA

[Regions]
Name	Chromosome	Start	End	Upstream Probe Length	Downstream Probe Length
CEX-chr22-20136857-20137324	chr22	20136857	20137324	0	0
CEX-chr22-20137477-20137582	chr22	20137477	20137582	0	0
CEX-chr22-20137665-20137773	chr22	20137665	20137773	0	0
CEX-chr22-20137979-20138399	chr22	20137979	20138399	0	0
CEX-chr22-20194262-20194691	chr22	20194262	20194691	0	0
CEX-chr22-20229183-20230684	chr22	20229183	20230684	0	0
CEX-chr22-20230918-20231207	chr22	20230918	20231207	0	0
CEX-chr22-20236646-20236745	chr22	20236646	20236745	0	0
CEX-chr22-20255071-20255222	chr22	20255071	20255222	0	0
CEX-chr22-20255483-20255674	chr22	20255483	20255674	0	0
CEX-chr22-20302196-20302349	chr22	20302196	20302349	0	0
CEX-chr22-20302426-20303001	chr22	20302426	20303001	0	0
CEX-chr22-20303640-20303744	chr22	20303640	20303744	0	0
CEX-chr22-20307160-20307324	chr22	20307160	20307324	0	0
CEX-chr22-20307347-20307513	chr22	20307347	20307513	0	0
CEX-chr22-20366336-20366514	chr22	20366336	20366514	0	0
CEX-chr22-20366818-20366976	chr22	20366818	20366976	0	0
CEX-chr22-20367013-20367171	chr22	20367013	20367171	0	0
CEX-chr22-20367187-20367356	chr22	20367187	20367356	0	0
CEX-chr22-20367517-20367866	chr22	20367517	20367866	0	0
CEX-chr22-20377836-20378143	chr22	20377836	20378143	0	0
CEX-chr22-20378384-20378549	chr22	20378384	20378549	0	0
CEX-chr22-20378599-20378758	chr22	20378599	20378758	0	0
CEX-chr22-20378814-20378972	chr22	20378814	20378972	0	0
CEX-chr22-20379226-20379385	chr22	20379226	20379385	0	0
CEX-chr22-20379431-20379591	chr22	20379431	20379591	0	0
CEX-chr22-20379729-20379888	chr22	20379729	20379888	0	0
CEX-chr22-20379993-20380389	chr22	20379993	20380389	0	0
CEX-chr22-20456370-20461301	chr22	20456370	20461301	0	0
CEX-chr22-20640667-20641016	chr22	20640667	20641016	0	0
CEX-chr22-20643132-20643291	chr22	20643132	20643291	0	0
CEX-chr22-20643705-20643804	chr22	20643705	20643804	0	0
CEX-chr22-20645709-20645868	chr22	20645709	20645868	0	0
CEX-chr22-20650697-20650851	chr22	20650697	20650851	0	0
CEX-chr22-20653752-20653851	chr22	20653752	20653851	0	0
CEX-chr22-20654202-20654361	chr22	20654202	20654361	0	0
CEX-chr22-20656592-20656751	chr22	20656592	20656751	0	0
CEX-chr22-20705038-20705221	chr22	20705038	20705221	0	0
CEX-chr22-20717890-20717989	chr22	20717890	20717989	0	0
CEX-chr22-20718475-20718607	chr22	20718475	20718607	0	0
CEX-chr22-20720856-20721054	chr22	20720856	20721054	0	0
CEX-chr22-20721776-20721935	chr22	20721776	20721935	0	0
CEX-chr22-20723718-20723865	chr22	20723718	20723865	0	0
CEX-chr22-20724400-20724499	chr22	20724400	20724499	0	0
CEX-chr22-20729779-20729925	chr22	20729779	20729925	0	0
CEX-chr22-20731444-20731543	chr22	20731444	20731543	0	0
CEX-chr22-20731554-20731653	chr22	20731554	20731653	0	0
CEX-chr22-20738966-20739065	chr22	20738966	20739065	0	0
CEX-chr22-20744773-20744872	chr22	20744773	20744872	0	0
CEX-chr22-20744989-20745088	chr22	20744989	20745088	0	0
CEX-chr22-20748490-20748703	chr22	20748490	20748703	0	0
CEX-chr22-20748886-20748985	chr22	20748886	20748985	0	0
CEX-chr22-20749616-20749715	chr22	20749616	20749715	0	0
CEX-chr22-20753824-20753978	chr22	20753824	20753978	0	0
CEX-chr22-20754870-20755050	chr22	20754870	20755050	0	0
CEX-chr22-20755565-20755664	chr22	20755565	20755664	0	0
CEX-chr22-20759665-20761260	chr22	20759665	20761260	0	0
CEX-chr22-20779614-20780620	chr22	20779614	20780620	0	0
CEX-chr22-20781634-20781888	chr22	20781634	20781888	0	0
CEX-chr22-20783461-20783693	chr22	20783461	20783693	0	0
CEX-chr22-20783772-20784171	chr22	20783772	20784171	0	0
CEX-chr22-20784665-20784895	chr22	20784665	20784895	0	0
CEX-chr22-20784926-20785246	chr22	20784926	20785246	0	0
CEX-chr22-20785254-20785875	chr22	20785254	20785875	0	0
CEX-chr22-20785981-20786326	chr22	20785981	20786326	0	0
CEX-chr22-20791818-20792092	chr22	20791818	20792092	0	0
CEX-chr22-20796358-20796727	chr22	20796358	20796727	0	0
CEX-chr22-20800728-20800965	chr22	20800728	20800965	0	0
CEX-chr22-20812093-20812289	chr22	20812093	20812289	0	0
CEX-chr22-20819143-20819910	chr22	20819143	20819910	0	0
CEX-chr22-20825635-20825804	chr22	20825635	20825804	0	0
CEX-chr22-20843270-20843531	chr22	20843270	20843531	0	0
CEX-chr22-20843977-20844136	chr22	20843977	20844136	0	0
CEX-chr22-20847420-20847519	chr22	20847420	20847519	0	0
CEX-chr22-20861950-20862049	chr22	20861950	20862049	0	0
CEX-chr22-20862560-20862731	chr22	20862560	20862731	0	0
CEX-chr22-20873114-20873282	chr22	20873114	20873282	0	0
CEX-chr22-20891402-20891501	chr22	20891402	20891501	0	0
CEX-chr22-20905385-20905484	chr22	20905385	20905484	0	0
CEX-chr22-20905556-20905655	chr22	20905556	20905655	0	0
CEX-chr22-20905699-20905798	chr22	20905699	20905798	0	0
CEX-chr22-20906797-20906896	chr22	20906797	20906896	0	0
CEX-chr22-20907397-20907496	chr22	20907397	20907496	0	0
CEX-chr22-20909221-20909437	chr22	20909221	20909437	0	0
CEX-chr22-20918735-20918977	chr22	20918735	20918977	0	0
CEX-chr22-20920752-20921106	chr22	20920752	20921106	0	0
CEX-chr22-20922806-20922920	chr22	20922806	20922920	0	0
CEX-chr22-20929398-20929521	chr22	20929398	20929521	0	0
CEX-chr22-20936811-20937036	chr22	20936811	20937036	0	0
CEX-chr22-20937125-20937256	chr22	20937125	20937256	0	0
CEX-chr22-20937398-20937536	chr22	20937398	20937536	0	0
CEX-chr22-20937599-20937698	chr22	20937599	20937698	0	0
CEX-chr22-20938630-20938729	chr22	20938630	20938729	0	0
CEX-chr22-20939140-20939304	chr22	20939140	20939304	0	0
CEX-chr22-20939386-20939556	chr22	20939386	20939556	0	0
CEX-chr22-20940013-20940115	chr22	20940013	20940115	0	0
CEX-chr22-20940853-20940993	chr22	20940853	20940993	0	0
CEX-chr22-21044318-21045692	chr22	21044318	21045692	0	0
CEX-chr22-21062311-21062410	chr22	21062311	21062410	0	0
CEX-chr22-21063521-21063675	chr22	21063521	21063675	0	0
CEX-chr22-21064191-21064290	chr22	21064191	21064290	0	0
CEX-chr22-21064985-21065148	chr22	21064985	21065148	0	0
CEX-chr22-21065627-21065765	chr22	21065627	21065765	0	0
CEX-chr22-21066772-21066901	chr22	21066772	21066901	0	0
CEX-chr22-21066979-21067087	chr22	21066979	21067087	0	0
CEX-chr22-21067567-21067680	chr22	21067567	21067680	0	0
CEX-chr22-21068732-21068831	chr22	21068732	21068831	0	0
CEX-chr22-21068903-21069002	chr22	21068903	21069002	0	0
CEX-chr22-21071982-21072081	chr22	21071982	21072081	0	0
CEX-chr22-21072929-21073112	chr22	21072929	21073112	0	0
CEX-chr22-21075584-21075708	chr22	21075584	21075708	0	0
CEX-chr22-21079699-21080065	chr22	21079699	21080065	0	0
CEX-chr22-21080753-21080903	chr22	21080753	21080903	0	0
CEX-chr22-21081496-21081687	chr22	21081496	21081687	0	0
CEX-chr22-21082058-21082157	chr22	21082058	21082157	0	0
CEX-chr22-21083599-21083796	chr22	21083599	21083796	0	0
CEX-chr22-21083910-21084009	chr22	21083910	21084009	0	0
CEX-chr22-21084178-21084301	chr22	21084178	21084301	0	0
CEX-chr22-21087257-21087388	chr22	21087257	21087388	0	0
CEX-chr22-21088022-21088133	chr22	21088022	21088133	0	0
CEX-chr22-21088308-21088484	chr22	21088308	21088484	0	0
CEX-chr22-21088681-21088843	chr22	21088681	21088843	0	0
CEX-chr22-21096514-21096645	chr22	21096514	21096645	0	0
CEX-chr22-21096894-21097054	chr22	21096894	21097054	0	0
CEX-chr22-21098913-21099012	chr22	21098913	21099012	0	0
CEX-chr22-21101869-21101992	chr22	21101869	21101992	0	0
CEX-chr22-21104188-21104287	chr22	21104188	21104287	0	0
CEX-chr22-21105573-21105672	chr22	21105573	21105672	0	0
CEX-chr22-21105953-21106052	chr22	21105953	21106052	0	0
CEX-chr22-21107189-21107317	chr22	21107189	21107317	0	0
CEX-chr22-21107384-21107483	chr22	21107384	21107483	0	0
CEX-chr22-21115584-21115683	chr22	21115584	21115683	0	0
CEX-chr22-21119103-21119240	chr22	21119103	21119240	0	0
CEX-chr22-21119386-21119526	chr22	21119386	21119526	0	0
CEX-chr22-21119871-21119983	chr22	21119871	21119983	0	0
CEX-chr22-21133509-21134540	chr22	21133509	21134540	0	0
CEX-chr22-21138209-21138584	chr22	21138209	21138584	0	0
CEX-chr22-21140241-21140487	chr22	21140241	21140487	0	0
CEX-chr22-21141112-21141405	chr22	21141112	21141405	0	0
CEX-chr22-21147457-21147556	chr22	21147457	21147556	0	0
CEX-chr22-21150432-21150604	chr22	21150432	21150604	0	0
CEX-chr22-21152868-21152977	chr22	21152868	21152977	0	0
CEX-chr22-21153368-21153566	chr22	21153368	21153566	0	0
CEX-chr22-21153897-21154056	chr22	21153897	21154056	0	0
CEX-chr22-21156259-21156395	chr22	21156259	21156395	0	0
CEX-chr22-21157477-21157610	chr22	21157477	21157610	0	0
CEX-chr22-21158586-21158690	chr22	21158586	21158690	0	0
CEX-chr22-21159260-21159455	chr22	21159260	21159455	0	0
CEX-chr22-21161598-21161748	chr22	21161598	21161748	0	0
CEX-chr22-21165238-21165337	chr22	21165238	21165337	0	0
CEX-chr22-21167644-21167796	chr22	21167644	21167796	0	0
CEX-chr22-21172699-21172854	chr22	21172699	21172854	0	0
CEX-chr22-21173927-21174190	chr22	21173927	21174190	0	0
CEX-chr22-21174814-21174913	chr22	21174814	21174913	0	0
CEX-chr22-21178549-21178708	chr22	21178549	21178708	0	0
CEX-chr22-21188847-21188946	chr22	21188847	21188946	0	0
CEX-chr22-21192901-21193019	chr22	21192901	21193019	0	0
CEX-chr22-21212857-21213117	chr22	21212857	21213117	0	0
CEX-chr22-21213348-21213686	chr22	21213348	21213686	0	0
CEX-chr22-21224574-21224872	chr22	21224574	21224872	0	0
CEX-chr22-21235286-21235473	chr22	21235286	21235473	0	0
CEX-chr22-21237708-21237908	chr22	21237708	21237908	0	0
CEX-chr22-21241916-21242175	chr22	21241916	21242175	0	0
CEX-chr22-21272221-21272535	chr22	21272221	21272535	0	0
CEX-chr22-21288065-21288534	chr22	21288065	21288534	0	0
CEX-chr22-21303957-21304135	chr22	21303957	21304135	0	0
CEX-chr22-21322158-21322265	chr22	21322158	21322265	0	0
CEX-chr22-21327577-21327811	chr22	21327577	21327811	0	0
CEX-chr22-21328045-21328158	chr22	21328045	21328158	0	0
CEX-chr22-21328350-21328463	chr22	21328350	21328463	0	0
CEX-chr22-21328514-21328613	chr22	21328514	21328613	0	0
CEX-chr22-21328812-21328912	chr22	21328812	21328912	0	0
CEX-chr22-21328991-21329107	chr22	21328991	21329107	0	0
CEX-chr22-21329975-21330074	chr22	21329975	21330074	0	0
CEX-chr22-21330500-21330599	chr22	21330500	21330599	0	0
CEX-chr22-21330695-21330829	chr22	21330695	21330829	0	0
CEX-chr22-21330938-21331057	chr22	21330938	21331057	0	0
CEX-chr22-21331142-21331241	chr22	21331142	21331241	0	0
CEX-chr22-21331303-21331402	chr22	21331303	21331402	0	0
CEX-chr22-21331978-21332077	chr22	21331978	21332077	0	0
CEX-chr22-21332175-21332296	chr22	21332175	21332296	0	0
CEX-chr22-21333500-21333660	chr22	21333500	21333660	0	0
CEX-chr22-21333904-21334003	chr22	21333904	21334003	0	0
CEX-chr22-21334307-21334415	chr22	21334307	21334415	0	0
CEX-chr22-21334997-21335096	chr22	21334997	21335096	0	0
CEX-chr22-21335251-21335350	chr22	21335251	21335350	0	0
CEX-chr22-21336659-21336865	chr22	21336659	21336865	0	0
CEX-chr22-21337298-21337397	chr22	21337298	21337397	0	0
CEX-chr22-21340109-21340208	chr22	21340109	21340208	0	0
CEX-chr22-21341783-21341882	chr22	21341783	21341882	0	0
CEX-chr22-21342297-21342409	chr22	21342297	21342409	0	0
CEX-chr22-21343070-21343169	chr22	21343070	21343169	0	0
CEX-chr22-21343833-21343992	chr22	21343833	21343992	0	0
CEX-chr22-21344633-21344816	chr22	21344633	21344816	0	0
CEX-chr22-21345915-21346120	chr22	21345915	21346120	0	0
CEX-chr22-21346501-21346660	chr22	21346501	21346660	0	0
CEX-chr22-21347029-21347195	chr22	21347029	21347195	0	0
CEX-chr22-21347948-21348047	chr22	21347948	21348047	0	0
CEX-chr22-21348211-21348310	chr22	21348211	21348310	0	0
CEX-chr22-21348391-21348650	chr22	21348391	21348650	0	0
CEX-chr22-21348845-21349018	chr22	21348845	21349018	0	0
CEX-chr22-21349157-21349317	chr22	21349157	21349317	0	0
CEX-chr22-21349601-21349763	chr22	21349601	21349763	0	0
CEX-chr22-21350033-21350163	chr22	21350033	21350163	0	0
CEX-chr22-21350220-21350403	chr22	21350220	21350403	0	0
CEX-chr22-21350983-21351092	chr22	21350983	21351092	0	0
CEX-chr22-21351173-21351423	chr22	21351173	21351423	0	0
CEX-chr22-21351519-21351639	chr22	21351519	21351639	0	0
CEX-chr22-21354167-21354723	chr22	21354167	21354723	0	0
CEX-chr22-21354934-21355078	chr22	21354934	21355078	0	0
CEX-chr22-21355543-21355702	chr22	21355543	21355702	0	0
CEX-chr22-21356111-21356210	chr22	21356111	21356210	0	0
CEX-chr22-21356739-21357118	chr22	21356739	21357118	0	0
CEX-chr22-21357207-21357324	chr22	21357207	21357324	0	0
CEX-chr22-21369442-21369652	chr22	21369442	21369652	0	0
CEX-chr22-21370230-21370381	chr22	21370230	21370381	0	0
CEX-chr22-21372187-21372363	chr22	21372187	21372363	0	0
CEX-chr22-21376953-21377052	chr22	21376953	21377052	0	0
CEX-chr22-21377228-21377327	chr22	21377228	21377327	0	0
CEX-chr22-21377397-21377496	chr22	21377397	21377496	0	0
CEX-chr22-21377563-21377705	chr22	21377563	21377705	0	0
CEX-chr22-21377797-21377907	chr22	21377797	21377907	0	0
CEX-chr22-21380091-21380190	chr22	21380091	21380190	0	0
CEX-chr22-21380283-21380382	chr22	21380283	21380382	0	0
CEX-chr22-21380530-21380629	chr22	21380530	21380629	0	0
CEX-chr22-21380708-21380906	chr22	21380708	21380906	0	0
CEX-chr22-21383342-21383521	chr22	21383342	21383521	0	0
CEX-chr22-21383623-21383735	chr22	21383623	21383735	0	0
CEX-chr22-21383998-21384642	chr22	21383998	21384642	0	0
CEX-chr22-21385118-21386103	chr22	21385118	21386103	0	0
CEX-chr22-21400275-21400414	chr22	21400275	21400414	0	0
CEX-chr22-21401644-21401787	chr22	21401644	21401787	0	0
CEX-chr22-21402172-21402376	chr22	21402172	21402376	0	0
CEX-chr22-21403239-21403446	chr22	21403239	21403446	0	0
CEX-chr22-21406537-21406647	chr22	21406537	21406647	0	0
CEX-chr22-21407648-21407764	chr22	21407648	21407764	0	0
CEX-chr22-21409376-21409475	chr22	21409376	21409475	0	0
CEX-chr22-21411392-21411491	chr22	21411392	21411491	0	0
CEX-chr22-21414661-21414817	chr22	21414661	21414817	0	0
CEX-chr22-21480536-21481934	chr22	21480536	21481934	0	0
CEX-chr22-21562395-21562573	chr22	21562395	21562573	0	0
CEX-chr22-21562817-21563035	chr22	21562817	21563035	0	0
CEX-chr22-21563072-21563230	chr22	21563072	21563230	0	0
CEX-chr22-21563246-21563415	chr22	21563246	21563415	0	0
CEX-chr22-21563616-21563835	chr22	21563616	21563835	0	0
CEX-chr22-21567322-21567490	chr22	21567322	21567490	0	0
CEX-chr22-21567963-21568191	chr22	21567963	21568191	0	0
CEX-chr22-21570192-21570367	chr22	21570192	21570367	0	0
CEX-chr22-21570748-21570968	chr22	21570748	21570968	0	0
CEX-chr22-21576148-21576247	chr22	21576148	21576247	0	0
CEX-chr22-21576341-21576551	chr22	21576341	21576551	0	0
CEX-chr22-21579658-21579843	chr22	21579658	21579843	0	0
CEX-chr22-21637797-21638558	chr22	21637797	21638558	0	0
CEX-chr22-21645594-21646153	chr22	21645594	21646153	0	0
CEX-chr22-21646778-21646946	chr22	21646778	21646946	0	0
CEX-chr22-21738147-21743067	chr22	21738147	21743067	0	0
CEX-chr22-21797024-21797183	chr22	21797024	21797183	0	0
CEX-chr22-21799209-21801034	chr22	21799209	21801034	0	0
CEX-chr22-21821596-21822025	chr22	21821596	21822025	0	0
CEX-chr22-21822141-21822306	chr22	21822141	21822306	0	0
CEX-chr22-21822356-21822515	chr22	21822356	21822515	0	0
CEX-chr22-21822572-21822731	chr22	21822572	21822731	0	0
CEX-chr22-21822986-21823145	chr22	21822986	21823145	0	0
CEX-chr22-21823191-21823351	chr22	21823191	21823351	0	0
CEX-chr22-21823489-21823648	chr22	21823489	21823648	0	0
CEX-chr22-21823693-21824173	chr22	21823693	21824173	0	0
CEX-chr22-21827559-21827718	chr22	21827559	21827718	0	0
CEX-chr22-21828825-21828977	chr22	21828825	21828977	0	0
CEX-chr22-21829439-21829594	chr22	21829439	21829594	0	0
CEX-chr22-21830281-21830469	chr22	21830281	21830469	0	0
CEX-chr22-21830863-21831053	chr22	21830863	21831053	0	0
CEX-chr22-21831892-21832450	chr22	21831892	21832450	0	0
CEX-chr22-21832823-21832983	chr22	21832823	21832983	0	0
CEX-chr22-21834034-21834133	chr22	21834034	21834133	0	0
CEX-chr22-21834206-21834305	chr22	21834206	21834305	0	0
CEX-chr22-21837295-21837394	chr22	21837295	21837394	0	0
CEX-chr22-21838243-21838463	chr22	21838243	21838463	0	0
CEX-chr22-21841089-21841257	chr22	21841089	21841257	0	0
CEX-chr22-21841803-21841961	chr22	21841803	21841961	0	0
CEX-chr22-21842140-21842312	chr22	21842140	21842312	0	0
CEX-chr22-21842453-21842681	chr22	21842453	21842681	0	0
CEX-chr22-21900345-21905265	chr22	21900345	21905265	0	0
CEX-chr22-21921998-21922097	chr22	21921998	21922097	0	0
CEX-chr22-21947148-21947247	chr22	21947148	21947247	0	0
CEX-chr22-21965144-21965334	chr22	21965144	21965334	0	0
CEX-chr22-21968824-21968923	chr22	21968824	21968923	0	0
CEX-chr22-21975802-21975991	chr22	21975802	21975991	0	0
CEX-chr22-21982705-21983078	chr22	21982705	21983078	0	0
CEX-chr22-21983297-21983478	chr22	21983297	21983478	0	0
CEX-chr22-21983537-21983698	chr22	21983537	21983698	0	0
CEX-chr22-21983832-21984052	chr22	21983832	21984052	0	0
CEX-chr22-21984138-21984327	chr22	21984138	21984327	0	0
CEX-chr22-21987273-21987544	chr22	21987273	21987544	0	0
CEX-chr22-21988309-21988861	chr22	21988309	21988861	0	0
CEX-chr22-21988972-21989933	chr22	21988972	21989933	0	0
CEX-chr22-21990719-21991361	chr22	21990719	21991361	0	0
CEX-chr22-21996613-21996823	chr22	21996613	21996823	0	0
CEX-chr22-21997138-21997357	chr22	21997138	21997357	0	0
CEX-chr22-21998181-21998466	chr22	21998181	21998466	0	0
CEX-chr22-22007259-22007358	chr22	22007259	22007358	0	0
CEX-chr22-22007584-22007683	chr22	22007584	22007683	0	0
CEX-chr22-22020355-22020454	chr22	22020355	22020454	0	0
CEX-chr22-22023620-22023719	chr22	22023620	22023719	0	0
CEX-chr22-22024177-22024276	chr22	22024177	22024276	0	0
CEX-chr22-22024559-22024658	chr22	22024559	22024658	0	0
CEX-chr22-22024828-22024927	chr22	22024828	22024927	0	0
CEX-chr22-22025268-22025367	chr22	22025268	22025367	0	0
CEX-chr22-22026595-22026694	chr22	22026595	22026694	0	0
CEX-chr22-22029329-22029428	chr22	22029329	22029428	0	0
CEX-chr22-22035584-22035683	chr22	22035584	22035683	0	0
CEX-chr22-22036721-22036820	chr22	22036721	22036820	0	0
CEX-chr22-22037459-22037558	chr22	22037459	22037558	0	0
CEX-chr22-22039040-22039204	chr22	22039040	22039204	0	0
CEX-chr22-22039879-22040038	chr22	22039879	22040038	0	0
CEX-chr22-22040760-22040859	chr22	22040760	22040859	0	0
CEX-chr22-22041179-22041289	chr22	22041179	22041289	0	0
CEX-chr22-22041927-22042026	chr22	22041927	22042026	0	0
CEX-chr22-22042329-22042428	chr22	22042329	22042428	0	0
CEX-chr22-22043019-22043140	chr22	22043019	22043140	0	0
CEX-chr22-22048084-22048183	chr22	22048084	22048183	0	0
CEX-chr22-22048869-22048968	chr22	22048869	22048968	0	0
CEX-chr22-22049026-22049125	chr22	22049026	22049125	0	0
CEX-chr22-22049224-22049361	chr22	22049224	22049361	0	0
CEX-chr22-22049681-22049785	chr22	22049681	22049785	0	0
CEX-chr22-22051020-22051119	chr22	22051020	22051119	0	0
CEX-chr22-22051133-22051232	chr22	22051133	22051232	0	0
CEX-chr22-22055413-22055512	chr22	22055413	22055512	0	0
CEX-chr22-22057657-22057769	chr22	22057657	22057769	0	0
CEX-chr22-22058100-22058199	chr22	22058100	22058199	0	0
CEX-chr22-22058356-22058455	chr22	22058356	22058455	0	0
CEX-chr22-22064915-22065035	chr22	22064915	22065035	0	0
CEX-chr22-22123491-22123611	chr22	22123491	22123611	0	0
CEX-chr22-22127160-22127273	chr22	22127160	22127273	0	0
CEX-chr22-22142494-22142679	chr22	22142494	22142679	0	0
CEX-chr22-22142981-22143099	chr22	22142981	22143099	0	0
CEX-chr22-22153299-22153419	chr22	22153299	22153419	0	0
CEX-chr22-22160137-22160330	chr22	22160137	22160330	0	0
CEX-chr22-22161951-22162137	chr22	22161951	22162137	0	0
CEX-chr22-22221569-22221732	chr22	22221569	22221732	0	0
CEX-chr22-22277463-22277846	chr22	22277463	22277846	0	0
CEX-chr22-22279840-22280037	chr22	22279840	22280037	0	0
CEX-chr22-22285518-22285665	chr22	22285518	22285665	0	0
CEX-chr22-22287761-22287953	chr22	22287761	22287953	0	0
CEX-chr22-22288394-22288600	chr22	22288394	22288600	0	0
CEX-chr22-22292487-22292646	chr22	22292487	22292646	0	0
CEX-chr22-22293902-22294054	chr22	22293902	22294054	0	0
CEX-chr22-22300173-22300422	chr22	22300173	22300422	0	0
CEX-chr22-22311473-22311969	chr22	22311473	22311969	0	0
CEX-chr22-22312219-22312384	chr22	22312219	22312384	0	0
CEX-chr22-22312778-22313067	chr22	22312778	22313067	0	0
CEX-chr22-22313502-22313606	chr22	22313502	22313606	0	0
CEX-chr22-22313957-22314110	chr22	22313957	22314110	0	0
CEX-chr22-22314691-22314823	chr22	22314691	22314823	0	0
CEX-chr22-22316663-22316976	chr22	22316663	22316976	0	0
CEX-chr22-22317117-22317267	chr22	22317117	22317267	0	0
CEX-chr22-22317289-22317392	chr22	22317289	22317392	0	0
CEX-chr22-22318238-22318402	chr22	22318238	22318402	0	0
CEX-chr22-22318531-22318689	chr22	22318531	22318689	0	0
CEX-chr22-22319653-22319752	chr22	22319653	22319752	0	0
CEX-chr22-22321973-22322090	chr22	22321973	22322090	0	0
CEX-chr22-22322989-22323149	chr22	22322989	22323149	0	0
CEX-chr22-22324580-22324780	chr22	22324580	22324780	0	0
CEX-chr22-22325383-22325482	chr22	22325383	22325482	0	0
CEX-chr22-22326177-22326336	chr22	22326177	22326336	0	0
CEX-chr22-22326982-22327140	chr22	22326982	22327140	0	0
CEX-chr22-22328727-22328862	chr22	22328727	22328862	0	0
CEX-chr22-22329997-22330096	chr22	22329997	22330096	0	0
CEX-chr22-22385366-22385465	chr22	22385366	22385465	0	0
CEX-chr22-22385560-22385870	chr22	22385560	22385870	0	0
CEX-chr22-22453136-22453235	chr22	22453136	22453235	0	0
CEX-chr22-22453315-22453622	chr22	22453315	22453622	0	0
CEX-chr22-22516568-22516667	chr22	22516568	22516667	0	0
CEX-chr22-22516764-22517074	chr22	22516764	22517074	0	0
CEX-chr22-22550172-22550271	chr22	22550172	22550271	0	0
CEX-chr22-22550369-22550686	chr22	22550369	22550686	0	0
CEX-chr22-22556042-22556141	chr22	22556042	22556141	0	0
CEX-chr22-22556232-22556600	chr22	22556232	22556600	0	0
CEX-chr22-22569170-22569269	chr22	22569170	22569269	0	0
CEX-chr22-22569354-22569661	chr22	22569354	22569661	0	0
CEX-chr22-22599194-22599293	chr22	22599194	22599293	0	0
CEX-chr22-22599356-22599751	chr22	22599356	22599751	0	0
CEX-chr22-22673060-22673159	chr22	22673060	22673159	0	0
CEX-chr22-22673253-22673581	chr22	22673253	22673581	0	0
CEX-chr22-22676837-22676936	chr22	22676837	22676936	0	0
CEX-chr22-22677018-22677336	chr22	22677018	22677336	0	0
CEX-chr22-22681682-22681781	chr22	22681682	22681781	0	0
CEX-chr22-22681864-22682174	chr22	22681864	22682174	0	0
CEX-chr22-22697549-22697648	chr22	22697549	22697648	0	0
CEX-chr22-22697758-22698084	chr22	22697758	22698084	0	0
CEX-chr22-22707262-22707361	chr22	22707262	22707361	0	0
CEX-chr22-22707458-22707781	chr22	22707458	22707781	0	0
CEX-chr22-22712116-22712215	chr22	22712116	22712215	0	0
CEX-chr22-22712303-22712610	chr22	22712303	22712610	0	0
CEX-chr22-22723989-22724088	chr22	22723989	22724088	0	0
CEX-chr22-22724150-22724455	chr22	22724150	22724455	0	0
CEX-chr22-22730356-22730455	chr22	22730356	22730455	0	0
CEX-chr22-22730551-22730874	chr22	22730551	22730874	0	0
CEX-chr22-22735222-22735321	chr22	22735222	22735321	0	0
CEX-chr22-22735409-22735716	chr22	22735409	22735716	0	0
CEX-chr22-22749363-22749462	chr22	22749363	22749462	0	0
CEX-chr22-22749522-22749827	chr22	22749522	22749827	0	0
CEX-chr22-22764122-22764221	chr22	22764122	22764221	0	0
CEX-chr22-22764304-22764614	chr22	22764304	22764614	0	0
CEX-chr22-22781854-22781953	chr22	22781854	22781953	0	0
CEX-chr22-22782048-22782371	chr22	22782048	22782371	0	0
CEX-chr22-22786309-22786408	chr22	22786309	22786408	0	0
CEX-chr22-22786496-22786803	chr22	22786496	22786803	0	0
CEX-chr22-22842090-22843725	chr22	22842090	22843725	0	0
CEX-chr22-22868324-22869956	chr22	22868324	22869956	0	0
CEX-chr22-22890487-22891067	chr22	22890487	22891067	0	0
CEX-chr22-22892146-22892758	chr22	22892146	22892758	0	0
CEX-chr22-22893184-22893513	chr22	22893184	22893513	0	0
CEX-chr22-22895230-22895372	chr22	22895230	22895372	0	0
CEX-chr22-22898253-22898352	chr22	22898253	22898352	0	0
CEX-chr22-22899193-22899292	chr22	22899193	22899292	0	0
CEX-chr22-22901685-22901903	chr22	22901685	22901903	0	0
CEX-chr22-22905267-22905377	chr22	22905267	22905377	0	0
CEX-chr22-22906031-22906221	chr22	22906031	22906221	0	0
CEX-chr22-22930657-22930756	chr22	22930657	22930756	0	0
CEX-chr22-22930851-22931159	chr22	22930851	22931159	0	0
CEX-chr22-22937008-22937107	chr22	22937008	22937107	0	0
CEX-chr22-22937225-22937526	chr22	22937225	22937526	0	0
CEX-chr22-22985269-22986557	chr22	22985269	22986557	0	0
CEX-chr22-22988803-22988993	chr22	22988803	22988993	0	0
CEX-chr22-22989222-22989353	chr22	22989222	22989353	0	0
CEX-chr22-22989451-22989762	chr22	22989451	22989762	0	0
CEX-chr22-22990032-22990213	chr22	22990032	22990213	0	0
CEX-chr22-23010769-23010868	chr22	23010769	23010868	0	0
CEX-chr22-23010983-23011278	chr22	23010983	23011278	0	0
CEX-chr22-23029146-23029305	chr22	23029146	23029305	0	0
CEX-chr22-23029444-23029745	chr22	23029444	23029745	0	0
CEX-chr22-23040409-23040508	chr22	23040409	23040508	0	0
CEX-chr22-23040598-23040906	chr22	23040598	23040906	0	0
CEX-chr22-23046787-23046886	chr22	23046787	23046886	0	0
